id,precision,condition,mix_level,cmi,n_words,tts_lang,wer,cer,synth_s,audio_s,rtf,peak_mb,text,heard
HGR074,fp16,HING_ROM,high,36.4,11,en,0.6363636363636364,0.2857142857142857,5.56,8.21,0.676,7935.6,Aaj weather pleasant hai isliye hum outing plan kar rahe hain,"आईज वेधर प्लेजन्ट हाई, आईज इधियो होमाउतिंग. प्लान कार, रोहे हाईन."
HGM075,fp16,HING_MIX,high,36.4,11,hi,1.0,0.7230769230769231,5.5,8.59,0.64,7939.6,मेरी team ने पूरा presentation deadline से पहले complete कर लिया,मेरी टीम ने पूरा प्रेजंटाशन डेडलाइन से पहले कॉंट्रा नरूबो खेडीजी का राइन से पहले कॉंट्राइट कर लिया.
HGR075,fp16,HING_ROM,high,36.4,11,en,0.8181818181818182,0.3076923076923077,4.66,7.24,0.643,7925.2,Meri team ne poora presentation deadline se pehle complete kar liya,मेरी टीम नेपोरा प्रेजेंटेशन डेडलाइन से पेलिया कंप्लीट कारलिया
HGM076,fp16,HING_MIX,high,36.4,11,hi,0.36363636363636365,0.20588235294117646,3.62,6.3,0.574,7915.1,उसका performance इस quarter बहुत positive रहा और promotion भी मिला,उसका पाफॉर्मांस इस क्वार्टर बहुत पॉजिटिव रहा और प्रोमोशन भी मिला.
HGR076,fp16,HING_ROM,high,36.4,11,en,0.6363636363636364,0.3088235294117647,4.4,6.22,0.708,7914.3,Uska performance is quarter bahut positive raha aur promotion bhi mila,"उसका परफॉर्मेंस इस कौर्टर बहत, पॉजिटिव राहा, और प्रमोशन बायाई मेलाई"
HGM077,fp16,HING_MIX,high,45.5,11,hi,0.09090909090909091,0.017857142857142856,3.45,5.98,0.576,7911.7,हमें backup लेकर सारा data new server पर shift करना है,हमें backup लेकर सारा दाधा new server पर shift करना है।
HGR077,fp16,HING_ROM,high,45.5,11,en,0.8181818181818182,0.22807017543859648,4.42,6.44,0.686,7916.6,Hamein backup lekar saara data new server par shift karna hai,"हमाई बैकअप, लिका सारा, डेटा न्यू सेर्वर, पार शिफ्ट का नहाई."
HGM078,fp16,HING_MIX,high,36.4,11,hi,0.18181818181818182,0.07692307692307693,3.06,5.38,0.57,7905.6,मैं weekend पर friends के साथ shopping mall जा रहा हूँ,मैं वेकेंड पर फ्रियंस के साथ शोपिंग माल जा रहा हूँ.
HGR078,fp16,HING_ROM,high,36.4,11,en,0.5454545454545454,0.1346153846153846,4.6,7.19,0.64,7924.7,Main weekend par friends ke saath shopping mall jaa raha hoon,"मेन वीकेंड, पा फ्रेंड्स का जाथ शॉपिंग मॉल, या राहा हून."
HGM079,fp16,HING_MIX,high,40.0,10,hi,0.4,0.11320754716981132,3.21,5.57,0.576,7907.2,उसने online payment करके order confirm कर दिया था कल,उसने ओर्लाइन पेमान्ट करके ओर्डर कोंफिर्म कर दिया था कल।
HGR079,fp16,HING_ROM,high,40.0,10,en,0.5,0.11320754716981132,3.12,5.61,0.557,7908.7,Usne online payment karke order confirm kar diya tha kal,"उसने Online Payment कारके ओर, Confirm Cardia, धाकाल."
HGM080,fp16,HING_MIX,high,40.0,10,hi,0.5,0.1568627450980392,3.38,5.98,0.564,7911.7,मेरा laptop battery drain हो रही है बहुत fast आजकल,मेरा लाप्तो पातरी दोयन हो रही है बहुत फास्ट आजखल।
HGR080,fp16,HING_ROM,high,40.0,10,en,0.4,0.13725490196078433,4.24,7.19,0.59,7924.7,Mera laptop battery drain ho rahi hai bahut fast aajkal,मेरा लेप्टॉप बैटरी ड्रेन हो रही हाई बहुत फास्ट अशकाल
HGM081,fp16,HING_MIX,high,36.4,11,hi,0.45454545454545453,0.10344827586206896,4.16,6.4,0.649,7916.2,इस semester के subjects बहुत tough हैं और syllabus लंबा है,इस सेमेस्टर के सुबजेक्ट बहुत ठुक है और शिलाबू लंबा है।
HGR081,fp16,HING_ROM,high,36.4,11,en,0.5454545454545454,0.1724137931034483,2.99,5.06,0.591,7903.3,Is semester ke subjects bahut tough hain aur syllabus lamba hai,इस समेस्टर के सबजेक्स बाहो तुफ हैं और सिलिबुस लांबा हाई.
HGM082,fp16,HING_MIX,high,40.0,10,hi,1.3,0.7407407407407407,4.85,7.09,0.684,7923.6,हमारी startup ने पिछले month अच्छा funding raise कर लिया,"हमारी स्टार रायं थे मैं अटे जामाएं, हमारी स्टार तक्ष ने मुझ अच्छा फुंडिंग रैस कर लिया।"
HGR082,fp16,HING_ROM,high,40.0,10,en,0.7,0.2,3.52,6.26,0.563,7914.7,Hamari startup ne pichhle month achha funding raise kar liya,हमारी स्टारप नो पिशल मौन्थ अका फ़डिंग रेस का लिया।
HGM083,fp16,HING_MIX,high,36.4,11,hi,0.2727272727272727,0.07692307692307693,3.43,5.52,0.621,7906.7,मुझे इस file का backup लेकर folder में save करना है,मुझे इस फीले का बाककप लेकर फोल्डर में सावे करना है।
HGR083,fp16,HING_ROM,high,36.4,11,en,0.5454545454545454,0.24528301886792453,3.06,5.43,0.563,7906.0,Mujhe is file ka backup lekar folder mein save karna hai,मुझे इस फाइल का बैकअब लेकार फोल्डर। माइंड साविकाना हाई।
HGM084,fp16,HING_MIX,high,36.4,11,hi,0.2727272727272727,0.125,3.03,5.33,0.568,7905.3,उसने gym join करके अपनी fitness पर focus करना शुरू किया,उसने गिमा जोइन करके अपनी फिन्नप पर फोकूट करना शुरू किया.
HGR084,fp16,HING_ROM,high,36.4,11,en,0.36363636363636365,0.08928571428571429,4.25,7.56,0.562,7928.7,Usne gym join karke apni fitness par focus karna shuru kiya,"उसने जीम जोएन कारके अपनी फिटनिस, पार फोकुस, करना, शुरू किया."
HGM085,fp16,HING_MIX,high,45.5,11,hi,0.36363636363636365,0.16981132075471697,3.23,5.85,0.553,7910.2,आज traffic jam की वजह से meeting completely miss हो गई,आज ट्रफिक जाम की वजए से मेटिंग कॉंपरेट्सी मिस हो गई।
HGR085,fp16,HING_ROM,high,45.5,11,en,0.8181818181818182,0.2641509433962264,3.56,5.85,0.609,7910.2,Aaj traffic jam ki wajah se meeting completely miss ho gayi,आज ट्राफिक जन के वाया जिमीटिंग कंप्लीटली मिस होगाई।
HGM086,fp16,HING_MIX,high,40.0,10,hi,0.5,0.14545454545454545,3.68,6.3,0.584,7915.1,मेरे manager ने पूरी report review करके feedback भेज दिया,मेरे मनाजाने पूरी रेपोर्ट रेव्यू करके फीदबाक भीज दिया।
HGR086,fp16,HING_ROM,high,40.0,10,en,0.6,0.21818181818181817,4.14,5.8,0.714,7909.8,Mere manager ne poori report review karke feedback bhej diya,"मिर मैनेजर, नो पूरी रेपोर्ट, रेव्यू कारके फीडबैक, बेई डिया"
HGM087,fp16,HING_MIX,high,45.5,11,hi,0.7272727272727273,0.3448275862068966,3.53,6.4,0.552,7916.1,यह software update install करने के बाद system fast हो गया,"ये साफ्टवेर अपदेट इनस्टार करने के बाद, शिस्टेवन फास्ट होगा या."
HGR087,fp16,HING_ROM,high,45.5,11,en,0.6363636363636364,0.22413793103448276,3.88,5.94,0.653,7911.3,Yeh software update install karne ke baad system fast ho gaya,"ये सौफ्ट्रेयर अपडेट इंस्टॉल, कार्ने किबाद सिस्टम, फास्ट हो गया."
HGM088,fp16,HING_MIX,high,40.0,10,hi,0.5,0.1509433962264151,3.43,6.17,0.556,7913.6,उसने bank जाकर account details update करवा लिए थे कल,उसने बाँजाकर अकाउंट देटाइस अपदेद करवा लिये थे कल।
HGR088,fp16,HING_ROM,high,40.0,10,en,0.7,0.22641509433962265,3.18,5.65,0.562,7908.1,Usne bank jaakar account details update karwa liye the kal,उसने बांक या कार अकाउंट डीटेयल्स अपडेट कारवा लिये दकाल
HGM089,fp16,HING_MIX,high,40.0,10,hi,0.4,0.17857142857142858,2.93,5.2,0.565,7903.7,हमारी college fest की planning अभी तक complete नहीं हुई,हमारी कलेट श्वेस्ट की प्रानिन अभी तक कोंपलेता नहीं हुई।
HGR089,fp16,HING_ROM,high,40.0,10,en,0.3,0.12727272727272726,4.99,8.73,0.571,7941.1,Hamari college fest ki planning abhi tak complete nahi hui,हमारी कॉलेज. फेस्ट की. प्लानिंग. अबी टाक कम्प्लीट नाही हुई.
HGM090,fp16,HING_MIX,high,40.0,10,hi,0.2,0.1276595744680851,3.13,4.5,0.695,7895.8,मैं daily morning walk पर जाता हूँ health के लिए,"मैं दाइली मोर्णिंग वॉग पर जाता हूँ, हरस के लिए."
HGR090,fp16,HING_ROM,high,40.0,10,en,0.8,0.1702127659574468,3.68,6.64,0.554,7918.7,Main daily morning walk par jaata hoon health ke liye,"ने इन डेली मॉर्णिंग, वाक, पार याता, हुन हेल्थ, केलिये."
HGM091,fp16,HING_MIX,high,40.0,10,hi,0.4,0.16071428571428573,4.37,6.44,0.678,7916.6,उसका visa application reject हो गया documents की वजह से,"उसका वीजा, आब्लिकेशन, रेजेक्ट हो गया, दोकुमन्स की वजा से।"
HGR091,fp16,HING_ROM,high,40.0,10,en,0.5,0.10714285714285714,4.88,8.49,0.575,7938.6,Uska visa application reject ho gaya documents ki wajah se,उसका वीजा application reject होगाया documents की वोया जे.
HGM092,fp16,HING_MIX,high,40.0,10,hi,0.3,0.08695652173913043,3.22,5.15,0.625,7903.5,इस month का electricity bill इस बार बहुत high आया,इस मौन्ट का एलेक्ट्रिसिटी बिल इस पार बहुत हाई आया.
HGR092,fp16,HING_ROM,high,40.0,10,en,0.3,0.08695652173913043,2.73,4.92,0.555,7903.2,Is month ka electricity bill is baar bahut high aaya,इस मंथ का एलेक्ट्रिसिटी बिल इस बार बहुत हाई आया.
HGM093,fp16,HING_MIX,high,40.0,10,hi,0.3,0.07692307692307693,3.52,5.01,0.702,7903.2,हमने पूरा weekend house shifting में ही waste कर दिया,हमने पूरा वेकेंड हाउस शिफ्टिंग में ही वास्ते कर दिया।
HGR093,fp16,HING_ROM,high,40.0,10,en,0.9,0.18867924528301888,3.0,5.43,0.552,7906.1,Humne poora weekend house shifting mein hi waste kar diya,"हम नो पूरा वीकेंड हाउस, शिफ्टिंग माइन हाई वास्ट कार्डिया"
HGM094,fp16,HING_MIX,high,40.0,10,hi,0.3,0.1346153846153846,3.59,5.38,0.668,7905.6,मेरे friend का wedding reception अगले Sunday शाम को है,मेरे फ्रेंड का वेदिंग रेसेप्शन अगली सुन्दे शाम को है।
HGR094,fp16,HING_ROM,high,40.0,10,en,0.5,0.2692307692307692,3.16,5.61,0.564,7908.7,Mere friend ka wedding reception agle Sunday shaam ko hai,निर फ्रेंड. का वेडिंग रिसेप्षन. एगल संडे शाम को हाई.
HGM095,fp16,HING_MIX,high,40.0,10,hi,0.2,0.05454545454545454,4.11,6.3,0.652,7915.1,उसने अपना business model completely change कर दिया इस साल,उसने अपना Bushiness Model Complete है चंगे कर दिया इस साल.
HGR095,fp16,HING_ROM,high,40.0,10,en,0.6,0.23636363636363636,3.17,5.61,0.565,7908.7,Usne apna business model completely change kar diya is saal,"उसने अपना बिस्निस मॉडल कमप्लीटली चेंज कारदिया, इस साल।"
HGM096,fp16,HING_MIX,high,40.0,10,hi,0.5,0.12,3.94,5.98,0.659,7911.6,यह website बहुत slow load हो रही है browser में,यह वेब शीते बहुत स्लोर लोड हो रही है. ब्राउजर में
HGR096,fp16,HING_ROM,high,40.0,10,en,0.6,0.19607843137254902,3.35,5.94,0.563,7911.2,Yeh website bahut slow load ho rahi hai browser mein,"ये वेबसाइट बाहुट स्लो लोड हो, राही हाई ब्राॉजर, माइन."
HGM097,fp16,HING_MIX,high,40.0,10,hi,0.1,0.047619047619047616,4.76,7.47,0.637,7927.6,मुझे जल्दी अपना password reset करके account recover करना पड़ेगा,मुझे जल्दी अपना password रहसित करके account recover करना पड़ेगा.
HGR097,fp16,HING_ROM,high,40.0,10,en,0.6,0.14285714285714285,4.25,7.33,0.58,7926.2,Mujhe jaldi apna password reset karke account recover karna padega,मुझे यालदी अपना पासवर्ड रिसिट कारके अकाउंट रिकॉवर कारणा पादिगा।
HGM098,fp16,HING_MIX,high,50.0,10,hi,0.1,0.018867924528301886,3.43,6.08,0.564,7912.7,हमारी flight delay हो गई इसलिए connecting flight miss हुई,"हमारी flight delay हो गई, इसलिए connecting flight miss होई."
HGR098,fp16,HING_ROM,high,50.0,10,en,0.5,0.16981132075471697,3.62,5.98,0.605,7911.7,Hamari flight delay ho gayi isliye connecting flight miss hui,"हमारी फ्लाइट डिले हो गाई, इसली. कनेक्टिंग फ्लाइट, मिस हुई."
HGM099,fp16,HING_MIX,high,45.5,11,hi,0.5454545454545454,0.16666666666666666,3.21,5.85,0.55,7910.2,उसने पूरी night code लिखकर assignment submit किया deadline से पहले,उसने पूरी नाइट कोड लिखकर आशिन मंद सुबमीद किया डेडलाइन से पहले।
HGR099,fp16,HING_ROM,high,45.5,11,en,0.7272727272727273,0.25,4.37,6.26,0.698,7914.7,Usne poori night code likhkar assignment submit kiya deadline se pehle,"उसने एपोरी नाइट कोड. लिकार साइनमेंट सबमिक किया डेडलाइन, सपेले."
HGM100,fp16,HING_MIX,high,36.4,11,hi,0.18181818181818182,0.05357142857142857,3.02,5.33,0.566,7905.3,मेरे office का work from home policy अगले month change होगी,मेरी Office का Work from Home Policy अगले Month चांज होगी।
HGR100,fp16,HING_ROM,high,36.4,11,en,0.8181818181818182,0.35714285714285715,3.26,4.86,0.67,7903.2,Mere office ka work from home policy agle month change hogi,मिर आफिस का वर्क फुम होम पॉलिसी एगल मन्थ चेंज होगी
