id,precision,condition,mix_level,cmi,n_words,tts_lang,wer,cer,synth_s,audio_s,rtf,peak_mb,text,heard
HGR074,fp32,HING_ROM,high,36.4,11,en,0.45454545454545453,0.19642857142857142,31.33,6.77,4.626,6026.8,Aaj weather pleasant hai isliye hum outing plan kar rahe hain,"आज वेधर, प्लेजन्ट हाई, इली हम, आउटिम, प्लान कार राहे हाईन."
HGM075,fp32,HING_MIX,high,36.4,11,hi,0.09090909090909091,0.03076923076923077,25.71,5.65,4.546,6026.8,मेरी team ने पूरा presentation deadline से पहले complete कर लिया,मेरी टीम ने पूरा presentation deadline से पहले complete कर लिया.
HGR075,fp32,HING_ROM,high,36.4,11,en,0.5454545454545454,0.2923076923076923,25.33,5.47,4.629,6026.8,Meri team ne poora presentation deadline se pehle complete kar liya,"मेरी टीम नो पूरा, प्रेजंटेशन डेडलाइन से पेला कॉंपलीट कार लिया."
HGM076,fp32,HING_MIX,high,36.4,11,hi,0.45454545454545453,0.22058823529411764,27.6,6.17,4.475,6026.8,उसका performance इस quarter बहुत positive रहा और promotion भी मिला,उसका पाफोर्मांस इस क्वारिल बहुत पोजिटीव रहा और प्रोमोशन ही मिला.
HGR076,fp32,HING_ROM,high,36.4,11,en,0.45454545454545453,0.2647058823529412,34.17,7.47,4.576,6026.8,Uska performance is quarter bahut positive raha aur promotion bhi mila,"उसका परफॉर्मेंस इस कॉर्टर बहुत पॉजिटिव, राहा और प्रमोशन, बी आई मीला."
HGM077,fp32,HING_MIX,high,45.5,11,hi,0.0,0.0,29.03,6.3,4.605,6026.8,हमें backup लेकर सारा data new server पर shift करना है,हमें backup लेकर सारा data new server पर shift करना है.
HGR077,fp32,HING_ROM,high,45.5,11,en,0.8181818181818182,0.19298245614035087,32.05,7.09,4.518,6026.8,Hamein backup lekar saara data new server par shift karna hai,"हमाई बैकअप लेका जारा डेटा. New Server, ParShift, Kana High."
HGM078,fp32,HING_MIX,high,36.4,11,hi,0.36363636363636365,0.11538461538461539,26.06,5.75,4.531,6026.8,मैं weekend पर friends के साथ shopping mall जा रहा हूँ,मैं वेकेंड पर फ्रीन्स के साथ शॉपिंग मॉर जा रहा हूँ.
HGR078,fp32,HING_ROM,high,36.4,11,en,0.36363636363636365,0.1346153846153846,36.87,8.08,4.565,6026.8,Main weekend par friends ke saath shopping mall jaa raha hoon,Main Weekend Pa Franske Zaf Shopping Mall Ja Raha Hun
HGM079,fp32,HING_MIX,high,40.0,10,hi,0.3,0.18867924528301888,28.15,6.3,4.464,6026.8,उसने online payment करके order confirm कर दिया था कल,उसने उन्लाइन पैमेंट करके ओडर कोमफियन कर दिया था कल.
HGR079,fp32,HING_ROM,high,40.0,10,en,0.3,0.05660377358490566,27.47,5.98,4.589,6026.8,Usne online payment karke order confirm kar diya tha kal,"उसने online payment, car key order, confirm car DIA, that call."
HGM080,fp32,HING_MIX,high,40.0,10,hi,0.6,0.27450980392156865,28.93,6.54,4.424,6026.8,मेरा laptop battery drain हो रही है बहुत fast आजकल,"मेरा लब तो पातरी दोयन हो रही है, बहुत फास, आजकल लूँ."
HGR080,fp32,HING_ROM,high,40.0,10,en,0.5,0.17647058823529413,33.91,7.29,4.654,6026.8,Mera laptop battery drain ho rahi hai bahut fast aajkal,मेरा लैप्टॉप बैटरी ज्रेन हो। राही हाई। बहुत फैस्ट अशकाल।
HGM081,fp32,HING_MIX,high,36.4,11,hi,0.5454545454545454,0.1206896551724138,28.16,6.26,4.497,6026.8,इस semester के subjects बहुत tough हैं और syllabus लंबा है,इस सेमेस्टर के सुबजेक्ट बहुत ठुक है और शिल्ला बूत लंबा है।
HGR081,fp32,HING_ROM,high,36.4,11,en,0.45454545454545453,0.13793103448275862,28.39,6.12,4.636,6026.8,Is semester ke subjects bahut tough hain aur syllabus lamba hai,इस सिमेस्टर के सबजेक्स बहुत तफ है न और सिलाबुस लामबा हाई.
HGM082,fp32,HING_MIX,high,40.0,10,hi,0.5,0.09259259259259259,26.84,5.71,4.703,6026.8,हमारी startup ने पिछले month अच्छा funding raise कर लिया,हमारी स्टार्टअप ने पिछले मोन अच्छा फुंडिंग रैस कर दिया.
HGR082,fp32,HING_ROM,high,40.0,10,en,0.8,0.21818181818181817,25.2,5.47,4.604,6026.8,Hamari startup ne pichhle month achha funding raise kar liya,हमारी स्टार्टअब नो पिछले मौन्थ अखा फोंडिंग रहस करलिया.
HGM083,fp32,HING_MIX,high,36.4,11,hi,0.36363636363636365,0.17307692307692307,28.86,6.44,4.479,6026.8,मुझे इस file का backup लेकर folder में save करना है,मुझे इस फिलेयर का बाकब लेकर फोल्डर में साव करना है।
HGR083,fp32,HING_ROM,high,36.4,11,en,0.6363636363636364,0.22641509433962265,25.82,5.71,4.524,6026.8,Mujhe is file ka backup lekar folder mein save karna hai,मुझे इस फाइल का बैक अप लेका फोल्डर. माइन सेव कारणा हाई.
HGM084,fp32,HING_MIX,high,36.4,11,hi,0.2727272727272727,0.08928571428571429,26.11,5.47,4.772,6026.8,उसने gym join करके अपनी fitness पर focus करना शुरू किया,उसने गीमा जोइन करके अपनी फितने पर फोकुट करना शुरू किया.
HGR084,fp32,HING_ROM,high,36.4,11,en,0.5454545454545454,0.14285714285714285,35.98,7.74,4.645,6026.8,Usne gym join karke apni fitness par focus karna shuru kiya,उसने जिम जॉइन खार के अपनी फिटनिस पार फोकॉस कारना शुरू किया.
HGM085,fp32,HING_MIX,high,45.5,11,hi,0.36363636363636365,0.16981132075471697,29.03,6.36,4.567,6026.8,आज traffic jam की वजह से meeting completely miss हो गई,आज ट्राफिक जाम की वज़ा से मैटिंग कॉंपरटेल मिस हो गई।
HGR085,fp32,HING_ROM,high,45.5,11,en,0.6363636363636364,0.24528301886792453,28.04,6.22,4.509,6026.8,Aaj traffic jam ki wajah se meeting completely miss ho gayi,"आज ट्राफिक, जैन काई वोया. सिमीटिंग कंप्लीटली मिस हो गाई."
HGM086,fp32,HING_MIX,high,40.0,10,hi,0.4,0.12727272727272726,26.6,5.61,4.74,6026.8,मेरे manager ने पूरी report review करके feedback भेज दिया,मेरे मनाजर ने पूरी रेपॉर्ट रेवियो करके फीडबैक भेज दिया.
HGR086,fp32,HING_ROM,high,40.0,10,en,0.4,0.09090909090909091,26.81,5.85,4.585,6026.8,Mere manager ne poori report review karke feedback bhej diya,"Mere Manager, No Puri Report, Review Karka Feedback, Bediye"
HGM087,fp32,HING_MIX,high,45.5,11,hi,1.5454545454545454,0.9310344827586207,44.92,9.7,4.632,6026.8,यह software update install करने के बाद system fast हो गया,"ये सम्याल यानो नाइटान, ये नानो के नान, ये शुवाल, सौफ्टवेर अपडेट इस इंस्टाल करने के बाद, शिस्टम फास्ट होगे."
HGR087,fp32,HING_ROM,high,45.5,11,en,0.5454545454545454,0.1896551724137931,31.78,7.01,4.535,6026.8,Yeh software update install karne ke baad system fast ho gaya,"ये, सौफ्टवेर अपडेट, इंस्टाल काने के बाद सिस्टम, फास्ट हो गया."
HGM088,fp32,HING_MIX,high,40.0,10,hi,0.5,0.1509433962264151,29.13,6.3,4.62,6026.8,उसने bank जाकर account details update करवा लिए थे कल,उसने बांग जाकर अकाउंट देटाइस अप्पुद्यात करवा लिये थी कल.
HGR088,fp32,HING_ROM,high,40.0,10,en,0.7,0.18867924528301888,27.61,6.22,4.439,6026.8,Usne bank jaakar account details update karwa liye the kal,उसने बांक या कार अकाउंट डीटेल्स अपडेट कारवा लिये दिकल
HGM089,fp32,HING_MIX,high,40.0,10,hi,0.4,0.25,26.28,5.85,4.496,6026.8,हमारी college fest की planning अभी तक complete नहीं हुई,हमारी कल एकश्वैस की प्लानें अभी तक कॉंपलित नहीं हुई।
HGR089,fp32,HING_ROM,high,40.0,10,en,0.4,0.05454545454545454,26.73,5.75,4.648,6026.8,Hamari college fest ki planning abhi tak complete nahi hui,"हमारी College Fest K.E. Planning Abbey, तक Complete ना ही हुई."
HGM090,fp32,HING_MIX,high,40.0,10,hi,0.2,0.0851063829787234,22.28,4.96,4.492,6026.8,मैं daily morning walk पर जाता हूँ health के लिए,मैं डाइली मोर्निंग वार्क पर जाता हूँ हेरस के लिए.
HGR090,fp32,HING_ROM,high,40.0,10,en,0.7,0.2127659574468085,22.09,4.86,4.54,6026.8,Main daily morning walk par jaata hoon health ke liye,ने इन डेली मॉर्निंग वॉक पायाता हूँ हेल्थ के लिए।
HGM091,fp32,HING_MIX,high,40.0,10,hi,0.1,0.05357142857142857,29.87,6.54,4.568,6026.8,उसका visa application reject हो गया documents की वजह से,"उसका विसा application reject हो गया documents की वज़े से,"
HGR091,fp32,HING_ROM,high,40.0,10,en,0.5,0.19642857142857142,28.25,6.26,4.512,6026.8,Uska visa application reject ho gaya documents ki wajah se,उसका वीज़ा अपलिकेशन रेजेक्ट हो गया डॉक्यूमेंट्स. की वाया जे.
HGM092,fp32,HING_MIX,high,40.0,10,hi,0.3,0.10869565217391304,22.92,5.01,4.571,6026.8,इस month का electricity bill इस बार बहुत high आया,इस मौन्ट का एलेक्ट्रिसिटी व्यो इस बार बहुत हाई आया.
HGR092,fp32,HING_ROM,high,40.0,10,en,0.3,0.08695652173913043,24.01,5.24,4.583,6026.8,Is month ka electricity bill is baar bahut high aaya,इस मंथ का एलेक्ट्रिसिटी बिल इस बार बाहूट हाई आया.
HGM093,fp32,HING_MIX,high,40.0,10,hi,1.0,0.9807692307692307,46.69,10.03,4.657,6026.8,हमने पूरा weekend house shifting में ही waste कर दिया,हमने पूरा वीकेंट हाउस शिफ्टिंग में ही वास्ते कर दिया। दिस्टर्ना नोर्बाइन अन्बागाने शमादने निस्टे कर धाग।
HGR093,fp32,HING_ROM,high,40.0,10,en,0.8,0.18867924528301888,33.84,7.29,4.645,6026.8,Humne poora weekend house shifting mein hi waste kar diya,"हमने पूरा वीकेंड, हाउ शिफ्टिंग माइन हाई वैस्ट, कार्डिया"
HGM094,fp32,HING_MIX,high,40.0,10,hi,0.2,0.11538461538461539,27.08,5.8,4.667,6026.8,मेरे friend का wedding reception अगले Sunday शाम को है,मेरे फ्रेंड का वेदिंग रेसेप्षन अगले सुन्दै शाम को है।
HGR094,fp32,HING_ROM,high,40.0,10,en,0.7,0.2692307692307692,27.79,6.12,4.539,6026.8,Mere friend ka wedding reception agle Sunday shaam ko hai,मिर फ्रेंड का वेडिंग. रिसेप्षन एगल. संडे शाम कोहाई.
HGM095,fp32,HING_MIX,high,40.0,10,hi,0.3,0.12727272727272726,28.22,6.26,4.506,6026.8,उसने अपना business model completely change कर दिया इस साल,उसने अपना Bushiness Model Comparatory चांजे कर दिया इस जाल.
HGR095,fp32,HING_ROM,high,40.0,10,en,0.7,0.2909090909090909,24.42,5.2,4.7,6026.8,Usne apna business model completely change kar diya is saal,अजने अपना बिसनिस मॉटल कमप्लीटली चेंज. कारडिया इस साल.
HGM096,fp32,HING_MIX,high,40.0,10,hi,0.4,0.14,26.01,5.61,4.635,6026.8,यह website बहुत slow load हो रही है browser में,यह वेबशीट बहुत स्लो लोड हो रही है ब्राउजर में.
HGR096,fp32,HING_ROM,high,40.0,10,en,0.6,0.17647058823529413,24.98,5.38,4.647,6026.8,Yeh website bahut slow load ho rahi hai browser mein,ये वेबसाइट बहुत स्लो लोड. हो राही हाई ब्राउजर. माइन.
HGM097,fp32,HING_MIX,high,40.0,10,hi,0.4,0.14285714285714285,29.0,6.44,4.5,6026.8,मुझे जल्दी अपना password reset करके account recover करना पड़ेगा,मुझे जल्दी अपना पासवर्ड रेसेट करके अकाउंट रेखोना पड़ेगा.
HGR097,fp32,HING_ROM,high,40.0,10,en,0.9,0.15873015873015872,31.11,6.73,4.621,6026.8,Mujhe jaldi apna password reset karke account recover karna padega,"मुझे यालदी अपना पासवर्ड, रेजेट कार के अकाउंट रिकॉवर कार न पदेगा."
HGM098,fp32,HING_MIX,high,50.0,10,hi,0.1,0.018867924528301886,23.45,5.1,4.598,6026.8,हमारी flight delay हो गई इसलिए connecting flight miss हुई,"हमारी flight delay हो गई, इसलिए connecting flight miss होई."
HGR098,fp32,HING_ROM,high,50.0,10,en,0.7,0.20754716981132076,37.18,8.03,4.628,6026.8,Hamari flight delay ho gayi isliye connecting flight miss hui,हमारी फ्लाइट डिले. हो गाई. इस जी ए कनेक्टिंग फ्लाइट. मिस हुई.
HGM099,fp32,HING_MIX,high,45.5,11,hi,0.36363636363636365,0.15151515151515152,28.52,6.36,4.486,6026.8,उसने पूरी night code लिखकर assignment submit किया deadline से पहले,उसने पूरी नाइट कोड लिखकर आशिमान सुब्मिट किया डेडलाइन से पहले.
HGR099,fp32,HING_ROM,high,45.5,11,en,0.9090909090909091,0.234375,30.43,6.59,4.616,6026.8,Usne poori night code likhkar assignment submit kiya deadline se pehle,"उसने पूरी नाइट कोड लाइक आ असाइनमेंट, सबमिट कि आ डेडलाइन से पेला।"
HGM100,fp32,HING_MIX,high,36.4,11,hi,0.6363636363636364,0.25,27.06,6.12,4.419,6026.8,मेरे office का work from home policy अगले month change होगी,मेरे अफिसका वाक फ्रॉम होम पोलिसी अगले मौन्ट शांज होगी
HGR100,fp32,HING_ROM,high,36.4,11,en,0.8181818181818182,0.3392857142857143,23.23,5.1,4.555,6026.8,Mere office ka work from home policy agle month change hogi,"मिर आफिस का वर्क फ्रॉम होम पॉलिसी एगल मन्थ, चेंज होगी"
